Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Test Cases/TestCaseLoginUser,Chrome 66.0.3359.139,Test case for user role,2018-05-10 22:24:25,2018-05-10 22:24:36,10.925s,PASSED
openBrowser,Chrome 66.0.3359.139,,2018-05-10 22:24:25,2018-05-10 22:24:28,2.147s,PASSED
navigateToUrl,Chrome 66.0.3359.139,,2018-05-10 22:24:28,2018-05-10 22:24:33,5.256s,PASSED
setText,Chrome 66.0.3359.139,,2018-05-10 22:24:33,2018-05-10 22:24:33,0.390s,PASSED
setText,Chrome 66.0.3359.139,,2018-05-10 22:24:33,2018-05-10 22:24:33,0.182s,PASSED
click,Chrome 66.0.3359.139,,2018-05-10 22:24:33,2018-05-10 22:24:34,0.223s,PASSED
click,Chrome 66.0.3359.139,,2018-05-10 22:24:34,2018-05-10 22:24:35,1.243s,PASSED
click,Chrome 66.0.3359.139,,2018-05-10 22:24:35,2018-05-10 22:24:35,0.175s,PASSED
click,Chrome 66.0.3359.139,,2018-05-10 22:24:35,2018-05-10 22:24:35,0.147s,PASSED
closeBrowser,Chrome 66.0.3359.139,,2018-05-10 22:24:35,2018-05-10 22:24:36,0.795s,PASSED
,,,,,,
Test Cases/TestCaseLoginPage,Chrome 66.0.3359.139,,2018-05-10 22:24:36,2018-05-10 22:24:46,9.644s,PASSED
openBrowser,Chrome 66.0.3359.139,,2018-05-10 22:24:36,2018-05-10 22:24:38,2.214s,PASSED
navigateToUrl,Chrome 66.0.3359.139,,2018-05-10 22:24:38,2018-05-10 22:24:44,6.117s,PASSED
click,Chrome 66.0.3359.139,,2018-05-10 22:24:44,2018-05-10 22:24:45,0.203s,PASSED
click,Chrome 66.0.3359.139,,2018-05-10 22:24:45,2018-05-10 22:24:45,0.117s,PASSED
closeBrowser,Chrome 66.0.3359.139,,2018-05-10 22:24:45,2018-05-10 22:24:46,0.791s,PASSED
