Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
click,Chrome 66.0.3359.139,,2018-05-10 22:26:25,2018-05-10 22:26:25,0.131s,PASSED
click,Chrome 66.0.3359.139,,2018-05-10 22:26:25,2018-05-10 22:26:25,0.219s,PASSED
acceptAlert,Chrome 66.0.3359.139,,2018-05-10 22:26:25,2018-05-10 22:26:25,0.053s,PASSED
click,Chrome 66.0.3359.139,,2018-05-10 22:26:25,2018-05-10 22:26:26,0.647s,PASSED
click,Chrome 66.0.3359.139,,2018-05-10 22:26:26,2018-05-10 22:26:26,0.115s,PASSED
setText,Chrome 66.0.3359.139,,2018-05-10 22:26:26,2018-05-10 22:26:26,0.190s,PASSED
setText,Chrome 66.0.3359.139,,2018-05-10 22:26:26,2018-05-10 22:26:26,0.181s,PASSED
click,Chrome 66.0.3359.139,,2018-05-10 22:26:26,2018-05-10 22:26:27,0.110s,PASSED
click,Chrome 66.0.3359.139,,2018-05-10 22:26:27,2018-05-10 22:26:27,0.665s,PASSED
click,Chrome 66.0.3359.139,,2018-05-10 22:26:27,2018-05-10 22:26:27,0.117s,PASSED
click,Chrome 66.0.3359.139,,2018-05-10 22:26:27,2018-05-10 22:26:27,0.112s,PASSED
click,Chrome 66.0.3359.139,,2018-05-10 22:26:27,2018-05-10 22:26:28,0.096s,PASSED
click,Chrome 66.0.3359.139,,2018-05-10 22:26:28,2018-05-10 22:26:28,0.104s,PASSED
click,Chrome 66.0.3359.139,,2018-05-10 22:26:28,2018-05-10 22:26:28,0.107s,PASSED
closeBrowser,Chrome 66.0.3359.139,,2018-05-10 22:26:28,2018-05-10 22:26:29,0.828s,PASSED
,,,,,,
Test Cases/TestCaseProductShown,Chrome 66.0.3359.139,"When the user is in the Products page, all the available products are shown in the web page",2018-05-10 22:26:29,2018-05-10 22:26:43,14.468s,PASSED
openBrowser,Chrome 66.0.3359.139,,2018-05-10 22:26:29,2018-05-10 22:26:31,2.090s,PASSED
navigateToUrl,Chrome 66.0.3359.139,,2018-05-10 22:26:31,2018-05-10 22:26:40,9.164s,PASSED
setText,Chrome 66.0.3359.139,,2018-05-10 22:26:40,2018-05-10 22:26:40,0.314s,PASSED
setText,Chrome 66.0.3359.139,,2018-05-10 22:26:40,2018-05-10 22:26:41,0.204s,PASSED
click,Chrome 66.0.3359.139,,2018-05-10 22:26:41,2018-05-10 22:26:41,0.149s,PASSED
click,Chrome 66.0.3359.139,,2018-05-10 22:26:41,2018-05-10 22:26:42,1.196s,PASSED
click,Chrome 66.0.3359.139,,2018-05-10 22:26:42,2018-05-10 22:26:42,0.187s,PASSED
closeBrowser,Chrome 66.0.3359.139,,2018-05-10 22:26:42,2018-05-10 22:26:43,0.894s,PASSED
,,,,,,
Test Cases/TestCaseLogOut,Chrome 66.0.3359.139,"When the user clicks logout button, the system will return to the login page",2018-05-10 22:26:43,2018-05-10 22:26:54,11.037s,PASSED
openBrowser,Chrome 66.0.3359.139,,2018-05-10 22:26:43,2018-05-10 22:26:45,2.129s,PASSED
navigateToUrl,Chrome 66.0.3359.139,,2018-05-10 22:26:45,2018-05-10 22:26:51,5.906s,PASSED
setText,Chrome 66.0.3359.139,,2018-05-10 22:26:51,2018-05-10 22:26:52,0.332s,PASSED
setText,Chrome 66.0.3359.139,,2018-05-10 22:26:52,2018-05-10 22:26:52,0.200s,PASSED
click,Chrome 66.0.3359.139,,2018-05-10 22:26:52,2018-05-10 22:26:52,0.199s,PASSED
click,Chrome 66.0.3359.139,,2018-05-10 22:26:52,2018-05-10 22:26:53,1.168s,PASSED
closeBrowser,Chrome 66.0.3359.139,,2018-05-10 22:26:53,2018-05-10 22:26:54,0.822s,PASSED
,,,,,,
Test Cases/TestCaseTotalTransaction,Chrome 66.0.3359.139,"If the user login to the admin page, when open the \u201CTotal Transaction\u201D menu, all the carts,\nwhich have been added must be shown with the summaries of all carts.",2018-05-10 22:26:54,2018-05-10 22:27:04,10.302s,PASSED
openBrowser,Chrome 66.0.3359.139,,2018-05-10 22:26:54,2018-05-10 22:26:56,2.121s,PASSED
navigateToUrl,Chrome 66.0.3359.139,,2018-05-10 22:26:56,2018-05-10 22:27:01,4.417s,PASSED
setText,Chrome 66.0.3359.139,,2018-05-10 22:27:01,2018-05-10 22:27:01,0.335s,PASSED
setText,Chrome 66.0.3359.139,,2018-05-10 22:27:01,2018-05-10 22:27:01,0.179s,PASSED
click,Chrome 66.0.3359.139,,2018-05-10 22:27:01,2018-05-10 22:27:02,0.172s,PASSED
click,Chrome 66.0.3359.139,,2018-05-10 22:27:02,2018-05-10 22:27:03,1.188s,PASSED
click,Chrome 66.0.3359.139,,2018-05-10 22:27:03,2018-05-10 22:27:03,0.177s,PASSED
click,Chrome 66.0.3359.139,,2018-05-10 22:27:03,2018-05-10 22:27:03,0.145s,PASSED
click,Chrome 66.0.3359.139,,2018-05-10 22:27:03,2018-05-10 22:27:03,0.094s,PASSED
click,Chrome 66.0.3359.139,,2018-05-10 22:27:03,2018-05-10 22:27:03,0.102s,PASSED
click,Chrome 66.0.3359.139,,2018-05-10 22:27:03,2018-05-10 22:27:03,0.109s,PASSED
click,Chrome 66.0.3359.139,,2018-05-10 22:27:03,2018-05-10 22:27:04,0.172s,PASSED
closeBrowser,Chrome 66.0.3359.139,,2018-05-10 22:27:04,2018-05-10 22:27:04,0.797s,PASSED
